sampleid,oils,ketones,acetate,phenols,quantity0,soluble_mixture,length,maceration time,quantity1,ingredient1,ingredient0,soluble_components,ingredient2,ingredient3,ingredient4,ingredient5,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,quantity2,quantity3,quantity4,quantity5,quantity6,quantity7,quantity8,quantity9,quantity10,quantity11,quantity12,quantity13,quantity14,quantity15,quantity16,quantity17,PROPERTY:Diffusion Rate (10^6),PROPERTY: Staining Factor,PROPERTY: color wavelength,PROPERTY: color,PROPERTY: Survey Results
PER77-167,6,3,2,2,84.33,15.67,13,62,10.59,WATER,ETHYL ALCOHOL,5.08,PINUS PALUSTRIS TWIG LEAF OIL,ARTEMISIA HERBA-ALBA HERB OIL,STYRAX TONKINENSIS RESIN OIL,PIMENTA OFFICINALIS FRUIT OIL,THUJA OCCIDENTALIS STEM OIL,ANETHUM SOWA SEED OIL,P-TOLYL PHENYLACETATE,ETHYL PHENYLACETATE,CARVONE,AMYLCYCLOPENTANONE,1-ACETONAPHTHONE,METHOXY-METHYLBUTANETHIOL,TRIMETHYLTRICYCLODODECANOL,,,,0.297616162,0.348929293,0.85179798,0.595232323,0.502868687,0.605494949,0.184727273,0.492606061,0.307878788,0.205252525,0.441292929,0.153939394,0.092363636,,,,5443.795973,0.48,560.27858,green,77
PER88-506,6,1,1,1,84.31,15.69,9,70,10.6,WATER,ETHYL ALCOHOL,5.09,PINUS MUGO PUMILIO TWIG LEAF OIL,EUCALYPTUS SPECIES LEAF OIL,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,LAVANDULA SPICA HERB OIL,TRIGONELLA FOENUM-GRAECUM SEED OIL,COMMIPHORA SCHIMPERI GUM OIL,"2,4-HEXADIENYL ACETATE",2-CYCLOHEXENYL CYCLOHEXANONE,"6,8-DIMETHYL-2-NONANOL",,,,,,,,0.253167539,1.172565445,0.546308901,0.386413613,0.319790576,0.133246073,1.185890052,0.026649215,1.065968586,,,,,,,,5447.13,0.42,559.9870725,green,45
PER37-160,4,3,2,2,84.32,15.68,11,50,10.59,WATER,ETHYL ALCOHOL,5.09,CITRUS PARADISI M. PEEL OIL EXPRESSED,THUJA OCCIDENTALIS STEM OIL,ARNICA MONTANA FLOWER OIL,EUCALYPTUS SPECIES LEAF OIL,BENZYL ACETATE,"2,3,6-TRIMETHYLCYCLOHEXYLMETHYL ACETATE","3,4-DIHYDRO-7-METHYLNAPHTHALENONE",GAMMA-DODECALACTONE,2-HEPTYLCYCLOPENTANONE,ISOPROPYLCYCLOHEXANOL,CITROL,,,,,,0.425348189,0.170139276,0.708913649,0.028356546,0.864874652,0.893231198,0.80816156,0.226852368,0.056713092,0.694735376,0.212674095,,,,,,5454.52705,0.38,559.2583038,green,57
PER18-203,7,3,2,2,84.19,15.81,14,66,10.67,WATER,ETHYL ALCOHOL,5.14,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,THUJA OCCIDENTALIS STEM OIL,IRIS PALLIDA ROOT OIL,RAVENSARA AROMATICA TWIG OIL,STYRAX TONKINENSIS RESIN OIL,BAROSMA BETULINA LEAF OIL,EUCALYPTUS SMITHII LEAF OIL,5-MELOZOL ACETATE,TRIMETHYLDODECATRIEN-3-YL ACETATE,ISOPROPYL-METHYLBICYCLOHEXANONE,CARVONE,3-BUTYL-4-METHYLPHENYL METHYL KETONE,CITROL,GERANIOL,,,0.265020353,0.425427408,0.446350068,0.662550882,0.474246947,0.488195387,0.453324288,0.306865672,0.432401628,0.634654003,0.146458616,0.01394844,0.00697422,0.38358209,,,5457.96,0.4,558.458,green,61
PER81-236,3,2,0,0,84.21,15.79,5,74,10.65,WATER,ETHYL ALCOHOL,5.14,CYMBOPOGON NARDUS HERB OIL,THUJA OCCIDENTALIS STEM OIL,SANTALUM SPICATA WOOD OIL,2-FURYL METHYL KETONE,METHYLHEPTENONE ISOMERS,,,,,,,,,,,,0.817238494,1.720502092,1.333389121,0.043012552,1.225857741,,,,,,,,,,,,5458.284,0.41,558.45,green,35
PER1-320,7,0,1,2,84.17,15.83,10,15,10.68,WATER,ETHYL ALCOHOL,5.15,ARNICA MONTANA FLOWER OIL,IRIS PALLIDA ROOT OIL,ARTEMISIA HERBA-ALBA HERB OIL,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,THUJOPSIS DOLABRATA LEAF OIL,LAVANDULA SPICA HERB OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,GAMMA-METHYLENEDIHYDROCINNAMYL ACETATE,"2,3,6-TRIMETHYLPHENOL",2-HEXENOL,,,,,,,0.126269702,0.667425569,0.793695271,0.56821366,0.351751313,0.784676007,0.577232925,0.342732049,0.478021016,0.459982487,,,,,,,5460.16,0.54,558.39,green,25
PER29-186,6,1,1,1,84.16,15.84,9,16,10.68,WATER,ETHYL ALCOHOL,5.16,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,CITRUS PARADISI M. PEEL OIL EXPRESSED,IRIS PALLIDA ROOT OIL,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,EUCALYPTUS SPECIES LEAF OIL,ETHYL LACTATE,ETHYL PROPYL KETONE,"2-HEXYL-1,3-DIOXANOL",,,,,,,,0.656727273,0.553527273,0.440945455,0.910036364,0.891272727,0.337745455,0.469090909,0.778690909,0.121963636,,,,,,,,5460.33325,0.38,557.9525216,green,48
PER77-553,2,3,2,2,84.1,15.9,9,62,10.72,WATER,ETHYL ALCOHOL,5.18,CITRUS PARADISI M. PEEL OIL EXPRESSED,ORMENIS MULTICAULIS FLOWER OIL,HEXYL ACETATE,M-CRESYL ACETATE,4-METHYL-4-PHENYL-2-PENTANONE,HEXENYLCYCLOPENTANONE,GAMMA-DODECALACTONE,BETA-PINEN-3-OL,D-TRIMETHYL-3-CYCLOHEXENE-1-METHANOL,,,,,,,,0.7284375,0.224826389,0.476631944,0.8903125,0.4046875,0.881319444,0.260798611,0.683472222,0.629513889,,,,,,,,5467.06,0.71,557.94652,green,79
PER8-484,4,2,0,4,84.08,15.92,10,50,10.73,WATER,ETHYL ALCOHOL,5.19,TRIGONELLA FOENUM-GRAECUM SEED OIL,ORMENIS MULTICAULIS FLOWER OIL,LEVISTICUM OFFICINALE LEAF OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,BUTYLOXEPANONE,HEXENYLCYCLOPENTANONE,2-METHYLFURAN-3-THIOL,"2,3,6-TRIMETHYLPHENOL",3-ETHYLPHENOL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,,,,,,,0.871223022,0.385827338,0.572517986,0.161798561,0.112014388,0.945899281,0.70942446,0.896115108,0.398273381,0.136906475,,,,,,,5469.39,0.43,557.77685,green,30
PER54-245,4,2,0,1,84.06,15.94,7,25,10.74,WATER,ETHYL ALCOHOL,5.2,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,CITRUS AURANTIUM LEAF OIL,RAVENSARA AROMATICA TWIG OIL,"3,4-DIHYDRO-6-METHYLNAPHTHALENONE",PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,,,,,,0.094545455,2.103636364,0.401818182,1.134545455,0.472727273,0.945454545,0.047272727,,,,,,,,,,5476.616606,0.5,557.6807338,green,94
PER42-438,7,0,0,1,84.07,15.93,8,39,10.73,WATER,ETHYL ALCOHOL,5.2,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,CITRUS AURANTIUM LEAF OIL,VITIS VINIFERA OIL,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,VERBENA OFFICINALIS LEAF RECTIFIED OIL,ARNICA MONTANA FLOWER OIL,BAROSMA BETULINA LEAF OIL,PINACOL,,,,,,,,,0.366197183,1.446478873,1.354929577,0.769014085,0.274647887,0.421126761,0.549295775,0.018309859,,,,,,,,,5479.33,0.37,557.6511543,green,50
PER28-272,3,1,1,0,84.05,15.95,5,8,10.74,WATER,ETHYL ALCOHOL,5.21,THUJA PLICATA LEAF OIL,ROSMARINUS OFFICINALIS FLOWER OIL,FOENICULUM VULGARE FRUIT OIL ,TRIMETHYLDODECATRIEN-3-YL ACETATE,METHYL THIAZOLYL KETONE,,,,,,,,,,,,1.25278626,1.710152672,0.338053435,0.616450382,1.292557252,,,,,,,,,,,,5484.571,0.41,557.584,green,31
PER17-287,7,2,2,1,84.02,15.98,12,16,10.76,WATER,ETHYL ALCOHOL,5.22,ORMENIS MULTICAULIS FLOWER OIL,EUCALYPTUS SPECIES LEAF OIL,COMMIPHORA MYRRHA GUM OIL,ARNICA MONTANA FLOWER OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,PELARGONIUM CRISPUM LEAF OIL,ETHYL MYRISTATE,P-TERT-BUTYLPHENYL ACETATE,4-METHYLPENT-3-EN-2-ONE,HEXENYLCYCLOPENTANONE,2-METHYLBUTANE-2-THIOL,,,,,0.455661104,0.134017972,0.120616175,0.66338896,0.026803594,0.562875481,0.56957638,0.341745828,0.435558408,0.629884467,0.656688062,0.623183569,,,,,5499.509174,0.39,557.569275,green,47
PER35-566,6,0,1,0,83.97,16.03,7,65,10.79,WATER,ETHYL ALCOHOL,5.24,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,PINUS PALUSTRIS TWIG LEAF OIL,EUCALYPTUS SMITHII LEAF OIL,RAVENSARA AROMATICA TWIG OIL,THYMUS SERPILLUM OIL,ETHYL PHENYLACETATE,,,,,,,,,,1.432387543,0.054394464,0.507681661,1.269204152,0.145051903,0.235709343,1.595570934,,,,,,,,,,5503.897,0.46,557.172175,green,81
PER57-440,4,1,0,1,83.93,16.07,6,7,10.81,WATER,ETHYL ALCOHOL,5.26,VITIS VINIFERA OIL,THUJOPSIS DOLABRATA LEAF OIL,FOENICULUM VULGARE FRUIT OIL ,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,2-FURYL METHYL KETONE,D-TRIMETHYL-3-CYCLOHEXENE-1-METHANOL,,,,,,,,,,,1.097085714,0.781485714,1.397657143,0.691314286,0.015028571,1.277428571,,,,,,,,,,,5510.652198,0.37,557.1320138,green,44
PER59-85,7,0,1,4,83.91,16.09,12,74,10.82,WATER,ETHYL ALCOHOL,5.27,STYRAX TONKINENSIS RESIN OIL,HELICHRYSUM STOECHAS FLOWER OIL,CITRUS NOBILIS LEAF OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,LAVANDULA SPICA HERB OIL,THUJA PLICATA LEAF OIL,CYPERUS SCARIOSUS ROOT OIL,ISOPENTYL CYCLOHEXYL ACETATE,PINACOL,2-METHYLFURAN-3-THIOL,DIPROPYLENE GLYCOL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,0.822825279,0.440799257,0.901189591,0.20570632,0.568141264,0.293866171,0.029386617,0.137137546,0.617118959,0.254684015,0.146933086,0.852211896,,,,,5514.535,0.37,557.11,green,72
PER86-550,3,3,0,2,83.83,16.17,8,46,10.87,WATER,ETHYL ALCOHOL,5.3,FOENICULUM VULGARE VULGARE FRUIT OIL,COMMIPHORA SCHIMPERI GUM OIL,PELARGONIUM CRISPUM LEAF OIL,ISOPROPYL-METHYLBICYCLOHEXANONE,2-CARENYL METHYL KETONE,HYDROXYCITRONELLAL DIMETHYL ACETAL,ISOBUTYL LINALOOL,"6,8-DIMETHYL-2-NONANOL",,,,,,,,,0.187058824,0.540392157,0.415686275,1.06,0.498823529,0.394901961,0.16627451,2.036862745,,,,,,,,,5514.5763,0.52,556.482,green,42
PER5-162,6,2,2,1,83.82,16.18,11,32,10.87,WATER,ETHYL ALCOHOL,5.31,ANETHUM SOWA SEED OIL,MYROCARPUS FRONDOSUS WOOD OIL,CITRUS NOBILIS LEAF OIL,STYRAX BENZOIN RESIN OIL,THUJA PLICATA LEAF OIL,ROSMARINUS OFFICINALIS FLOWER OIL,DIMETHYL PHENYLETHYL CARBINYL ACETATE,DIMETHYL-5-HEXENYL ACETATE,ISOPROPYL-METHYLBICYCLOHEXANONE,CARVONE,2-DODECENOL,,,,,,0.628530612,0.173387755,0.281755102,0.249244898,1.062,0.964469388,0.16255102,0.671877551,0.260081633,0.726061224,0.130040816,,,,,,5516.21,0.47,556.1889013,green,92
PER15-156,3,1,1,4,83.82,16.18,9,59,10.87,WATER,ETHYL ALCOHOL,5.31,JUNIPERUS MEXICANA WOOD OIL,THUJOPSIS DOLABRATA LEAF OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,ETHYL LACTATE,4-METHYL-4-PHENYL-2-PENTANONE,CARVACROL,2-METHYLFURAN-3-THIOL,DIPROPYLENE GLYCOL,PENTAMETHYLCYCLOHEXANEPROPANOL,,,,,,,,0.754529307,0.301811723,0.462149201,0.858277087,0.650781528,0.792255773,0.028294849,0.924298401,0.537602131,,,,,,,,5516.382588,0.41,556.1495,green,32
PER51-330,5,0,2,1,83.77,16.23,8,49,10.9,WATER,ETHYL ALCOHOL,5.33,ANETHUM SOWA SEED OIL,VITIS VINIFERA OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,FOENICULUM VULGARE VULGARE FRUIT OIL,PELARGONIUM CRISPUM LEAF OIL,METHYL-OCTAHYDRO-DIMETHYLAZULENYLETHYL ACETATE,ETHYL PHENOXYACETATE,PHENYLPENTANOL,,,,,,,,,0.89445977,0.34308046,0.502367816,0.637149425,0.735172414,1.127264368,0.073517241,1.016988506,,,,,,,,,5516.524,0.49,556.09,green,48
PER20-121,2,2,1,2,83.72,16.28,7,24,10.93,WATER,ETHYL ALCOHOL,5.35,ANETHUM SOWA SEED OIL,IRIS PALLIDA ROOT OIL,TETRAHYDROMUGYL ACETATE,GAMMA-DODECALACTONE,DIMETHYLCYCLOHEXYL METHYL KETONE,ISOPROPYLCYCLOHEXANOL,PHENYLPENTANOL,,,,,,,,,,1.050306748,0.962781186,0.109406953,0.798670757,0.776789366,0.700204499,0.951840491,,,,,,,,,,5523.332,0.46,556,green,92
PER94-337,4,3,1,4,83.57,16.43,12,50,11.01,WATER,ETHYL ALCOHOL,5.42,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,STYRAX BENZOIN RESIN OIL,VERBENA OFFICINALIS LEAF RECTIFIED OIL,METHYL CYCLOPENTYLIDENEACETATE,HEXENYLCYCLOPENTANONE,1-TRIMETHYL-2-CYCLOHEXENYL-1-PENTEN-3-ONE,5-METHYL-2-HEPTEN-4-ONE,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,CARVACROL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,BETA-PINEN-3-OL,,,,,0.149402757,0.705513017,0.680612557,0.066401225,0.107901991,0.747013783,0.788514548,0.498009188,0.688912711,0.249004594,0.431607963,0.307105666,,,,,5525.546,0.5,555.86,green,28
PER45-10,5,3,2,0,83.47,16.53,10,26,11.07,WATER,ETHYL ALCOHOL,5.46,PINUS PALUSTRIS TWIG LEAF OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,JUNIPERUS MEXICANA WOOD OIL,COMMIPHORA SCHIMPERI GUM OIL,ROSMARINUS OFFICINALIS FLOWER OIL,CYCLODODECYL ACETATE,ISOPENTYL CYCLOHEXYL ACETATE,METHOXYPHENYL-METHYLBUTANONE,METHYL THIAZOLYL KETONE,BUTYLOXEPANONE,,,,,,,0.562545455,0.242666667,0.573575758,0.860363636,0.639757576,0.683878788,0.319878788,0.904484848,0.507393939,0.165454545,,,,,,,5534.81,0.3,555.68,green,49
PER29-198,6,1,1,4,83.4,16.6,12,83,11.11,WATER,ETHYL ALCOHOL,5.49,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,COMMIPHORA MYRRHA GUM OIL,LEVISTICUM OFFICINALE LEAF OIL,THYMUS SERPILLUM OIL,ORMENIS MULTICAULIS FLOWER OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,"3,5-DIMETHYLCYCLOHEXYLMETHYL ACETATE",ISOPROPYL-METHYLBICYCLOHEXANONE,3-ETHYLPHENOL,PHENYLPENTANOL,GERANIOL,TETRAMETHYL-4-METHYLENE-2-HEPTANOL,,,,,0.821694079,0.117384868,0.045148026,0.604983553,0.830723684,0.370213816,0.650131579,0.081266447,0.496628289,0.541776316,0.586924342,0.343125,,,,,5535.451,0.51,555.6230338,green,82
PER70-632,2,0,1,0,83.41,16.59,3,78,11.1,WATER,ETHYL ALCOHOL,5.49,CYPERUS SCARIOSUS ROOT OIL,PIMENTA OFFICINALIS FRUIT OIL,HEXYL ACETATE,,,,,,,,,,,,,,1.85472973,1.211756757,2.423513514,,,,,,,,,,,,,,5540.84145,0.54,555.55,green,22
PER99-273,4,0,2,0,83.31,16.69,6,9,11.16,WATER,ETHYL ALCOHOL,5.53,CITRUS NOBILIS LEAF OIL,RAVENSARA AROMATICA TWIG OIL,ARTEMISIA HERBA-ALBA HERB OIL,JUNIPERUS MEXICANA WOOD OIL,ISOPENTYL CYCLOHEXYL ACETATE,P-TOLYL PHENYLACETATE,,,,,,,,,,,0.664457364,0.514418605,0.921666667,1.093139535,0.835930233,1.500387597,,,,,,,,,,,5560.12565,0.64,555.4687063,green,28
PER36-249,3,1,0,2,83.31,16.69,6,12,11.16,WATER,ETHYL ALCOHOL,5.53,COMMIPHORA SCHIMPERI GUM OIL,CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,THUJA PLICATA LEAF OIL,1-ACETONAPHTHONE,"2-HEXYL-1,3-DIOXANOL",AMYL ALCOHOL,,,,,,,,,,,1.248709677,1.010860215,1.2090681,1.724408602,0.059462366,0.277491039,,,,,,,,,,,5564.84,0.46,555.439375,green,47
PER33-27,4,1,1,2,83.28,16.72,8,63,11.18,WATER,ETHYL ALCOHOL,5.54,CITRUS NOBILIS LEAF OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,PELARGONIUM CRISPUM LEAF OIL,THUJA PLICATA LEAF OIL,METHYL CYCLOPENTYLIDENEACETATE,PENTANEDIONE,GERANIOL,2-DODECENOL,,,,,,,,,0.55959596,0.82820202,0.190262626,0.951313131,0.492444444,0.660323232,0.761050505,1.096808081,,,,,,,,,5564.86,0.5,555.264651,green,75
PER86-240,4,1,2,2,83.26,16.74,9,68,11.19,WATER,ETHYL ALCOHOL,5.55,MYROCARPUS FRONDOSUS WOOD OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,IRIS PALLIDA ROOT OIL,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,LAURYL ACETATE,A-TERPINYL ACETATE,BUTYLOXEPANONE,AMYL ALCOHOL,DIPROPYLENE GLYCOL,,,,,,,,0.0444,1.1988,0.0592,0.3404,1.0656,0.7844,1.1544,0.5328,0.37,,,,,,,,5566.271088,0.38,554.9877189,green,32
PER80-407,7,1,0,1,83.27,16.73,9,87,11.18,WATER,ETHYL ALCOHOL,5.55,IRIS PALLIDA ROOT OIL,FOENICULUM VULGARE CAPILLACEUM FRUIT OIL,COMMIPHORA ABYSSINICA GUM OIL,VERBENA OFFICINALIS LEAF RECTIFIED OIL,BAROSMA BETULINA LEAF OIL,EUCALYPTUS SPECIES LEAF OIL,THYMUS SERPILLUM OIL,ETHYL PROPYL KETONE,NEROL,,,,,,,,0.229738562,0.967320261,0.955228758,0.894771242,0.362745098,0.749673203,0.507843137,0.435294118,0.447385621,,,,,,,,5570.353985,0.72,554.2953886,green,22
PER48-611,5,1,2,2,83.25,16.75,10,44,11.19,WATER,ETHYL ALCOHOL,5.56,BAROSMA BETULINA LEAF OIL,OPOPANAX CHIRONIUM RESIN STEAM-DISTILLED OIL,COMMIPHORA SCHIMPERI GUM OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,PIMENTA OFFICINALIS FRUIT OIL,METHYLCYCLOHEXENYL-BUTENYL ACETATE,ETHYL ACETATE,1-TRIMETHYL-2-CYCLOHEXENYL-1-PENTEN-3-ONE,TRIMETHYL-2-CYCLOHEXENOL,GUAIACOL,,,,,,,0.178276553,0.278557114,0.323126253,0.65739479,0.490260521,1.002805611,0.467975952,0.479118236,0.701963928,0.980521042,,,,,,,5570.58125,0.42,553.5351,green,52
PER86-507,3,3,1,0,83.22,16.78,7,20,11.21,WATER,ETHYL ALCOHOL,5.57,CITRUS PARADISI M. PEEL OIL EXPRESSED,THUJOPSIS DOLABRATA LEAF OIL,COMMIPHORA SCHIMPERI GUM OIL,P-TOLYL PHENYLACETATE,TRANS-ROSE KETONE-5,4-METHYL-4-PHENYL-2-PENTANONE,TRANS-5-METHYL-2-HEPTEN-4-ONE,,,,,,,,,,1.224728916,0.570421687,0.520090361,1.157620482,1.241506024,0.419427711,0.436204819,,,,,,,,,,5571.929458,0.46,553.5275,green,21
PER47-460,5,3,1,3,83.2,16.8,12,69,11.22,WATER,ETHYL ALCOHOL,5.58,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,ANETHUM SOWA SEED OIL,MELILOTUS OFFICINALIS HERB OIL,EUCALYPTUS SPECIES LEAF OIL,THUJA OCCIDENTALIS STEM OIL,1-METHYLDECYL ACETATE,2-CYCLOHEXENYL CYCLOHEXANONE,DIHYDROCARVONE,TRANS-5-OCTENONE,2-DODECENOL,TRIMETHYL-2-CYCLOHEXENOL,CARVACROL,,,,,0.194274662,0.89582205,0.79868472,0.151102515,0.971373308,0.453307544,0.885029014,0.248239845,0.086344294,0.528858801,0.334584139,0.03237911,,,,,5572.055,0.47,553.4705,green,25
PER59-252,3,3,0,0,83.17,16.83,6,45,11.24,WATER,ETHYL ALCOHOL,5.59,TRIGONELLA FOENUM-GRAECUM SEED OIL,COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,SANTALUM SPICATA WOOD OIL,METHYLHEPTENONE ISOMERS,DIMETHYLCYCLOHEXENYL TERT-BUTYL KETONE,HEXENYLCYCLOPENTANONE,,,,,,,,,,,0.582914439,0.807112299,0.463342246,1.375080214,1.255508021,1.106042781,,,,,,,,,,,5572.3698,0.43,553.049194,green,72
PER97-498,5,3,0,2,83.16,16.84,10,69,11.24,WATER,ETHYL ALCOHOL,5.6,LAVANDULA INTERMEDIA FLOWER/LEAF/STEM OIL,JUNIPERUS MEXICANA WOOD OIL,THUJA PLICATA LEAF OIL,THUJA OCCIDENTALIS STEM OIL,PELARGONIUM CRISPUM LEAF OIL,METHYLHEPTENONE ISOMERS,DELTA-UNDECALACTONE,METHOXYPHENYL-METHYLBUTANONE,P-CRESOL,ISOPROPYLCYCLOHEXANOL,,,,,,,0.999061033,0.223474178,0.433802817,0.578403756,0.0657277,0.749295775,0.341784038,1.143661972,0.105164319,0.959624413,,,,,,,5579.0904,0.45,552.8880075,green,77
PER24-618,5,3,0,4,83.12,16.88,12,21,11.27,WATER,ETHYL ALCOHOL,5.61,THUJA PLICATA LEAF OIL,RAVENSARA AROMATICA TWIG OIL,COMMIPHORA MYRRHA GUM OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,STYRAX BENZOIN RESIN OIL,PENTANEDIONE,"3,4-DIHYDRO-8-METHYLNAPHTHALENONE",HYDROXYCITRONELLAL DIMETHYL ACETAL,"6,8-DIMETHYL-2-NONANOL",METHOXY-METHYLBUTANETHIOL,3-ETHYLPHENOL,"2,6-DIMETHYL-4-HEPTANOL",,,,,0.160572451,0.893184258,0.421502683,0.812898032,0.180644007,0.642289803,0.260930233,0.652325581,0.291037567,0.321144902,0.130465116,0.843005367,,,,,5581.1942,0.41,552.7966971,green,39
PER51-373,6,2,0,4,83.12,16.88,12,23,11.27,WATER,ETHYL ALCOHOL,5.61,ARTEMISIA HERBA-ALBA HERB OIL,BAROSMA BETULINA LEAF OIL,CITRUS AURANTIUM LEAF OIL,EUCALYPTUS SMITHII LEAF OIL,CITRUS SINENSIS VALENCIA PEEL OIL EXPRESSED,ANETHUM SOWA SEED OIL,GAMMA-NONALACTONE,METHYLHEPTENONE ISOMERS,CYCLOHEXYLPROPANOL,2-METHYLFURAN-3-THIOL,DIMETHYLBENZYL CARBINOL,TRIMETHYL-VINYLTETRAHYDROFURAN-2-METHANOL,,,,,0.09061674,0.123568282,0.667268722,0.749647577,0.444845815,0.659030837,0.560176211,0.428370044,0.70845815,0.140044053,0.313039648,0.724933921,,,,,5590.649,0.4,552.7048,green,40
PER0-192,4,3,2,4,83.05,16.95,13,46,11.31,WATER,ETHYL ALCOHOL,5.64,STYRAX BENZOIN RESIN OIL,MYROCARPUS FRONDOSUS WOOD OIL,PINUS MUGO PUMILIO TWIG LEAF OIL,FOENICULUM VULGARE FRUIT OIL ,METHYL-OCTAHYDRO-DIMETHYLAZULENYLETHYL ACETATE,DIMETHYLBUTYL ACETATE,"3,4-DIHYDRO-6-METHYLNAPHTHALENONE",TRANS-5-METHYL-2-HEPTEN-4-ONE,2-FURYL METHYL KETONE,AMYL ALCOHOL,2-METHYLBUTANE-2-THIOL,BETA-METHYL-CYCLODODECANEETHANOL,PINACOL,,,,0.7314375,0.03525,0.6345,0.5023125,0.705,0.4141875,0.10575,0.017625,0.6256875,0.0969375,0.6961875,0.3613125,0.7138125,,,,5591.06595,0.55,552.6908113,green,22
PER0-425,3,2,0,1,83.01,16.99,6,30,11.33,WATER,ETHYL ALCOHOL,5.66,CYMBOPOGON NARDUS HERB OIL,SALVIA OFFICINALIS LAVANDULIFOLIA HERB OIL,THUJA OCCIDENTALIS STEM OIL,2-FURYL METHYL KETONE,CYCLOHEXYLIDENECYCLOHEXANONE,TRIMETHYL-2-CYCLOHEXENOL,,,,,,,,,,,1.246373057,0.938445596,0.571865285,1.275699482,1.08507772,0.54253886,,,,,,,,,,,5596.598378,0.49,552.67,green,50
PER29-284,5,1,2,4,83.02,16.98,12,26,11.32,WATER,ETHYL ALCOHOL,5.66,EUCALYPTUS SPECIES LEAF OIL,PINUS PALUSTRIS TWIG LEAF OIL,THUJA PLICATA LEAF OIL,CINNAMOMUM CAMPHORA FORMOSANA LEAF OIL RECTIFIED,COMMIPHORA SCHIMPERI GUM OIL,P-TERT-BUTYLPHENYL ACETATE,9-DECENYL ACETATE,PENTAMETHYL-CYCLOPENT-1-ENYL METHYL KETONE,ISOBUTYL LINALOOL,ISOPROPYLCYCLOHEXANOL,2-DODECENOL,3-ETHYLPHENOL,,,,,0.244809689,0.548373702,0.019584775,0.63650519,0.186055363,0.744221453,0.55816609,0.685467128,0.283979239,0.763806228,0.068546713,0.920484429,,,,,5603.88,0.74,552.44,green,22
PER32-504,6,3,1,0,83,17,10,17,11.33,WATER,ETHYL ALCOHOL,5.67,RAVENSARA AROMATICA TWIG OIL,VITIS VINIFERA OIL,PIMENTA OFFICINALIS FRUIT OIL,CINNAMOMUM CAMPHORA LINALOOLIFERUM LEAF OIL,THUJA PLICATA LEAF OIL,MYROCARPUS FRONDOSUS WOOD OIL,CEDRENYL ACETATE,AMYLCYCLOPENTANONE,PENTANEDIONE,TRANS-5-OCTENONE,,,,,,,0.799480519,0.157792208,0.620649351,0.736363636,0.420779221,0.894155844,0.094675325,0.473376623,0.767922078,0.704805195,,,,,,,5615.842868,0.48,552.3135663,green,36
